Frequency_Hz,Frequency_GHz,Er,h_mm,W_mm,L_mm,Leff_mm,dL_mm,eps_eff,G1_S,G12_S,Rin_edge_Ohm,Feed_W_mm,Feed_L_mm,Ground_L_mm,Ground_W_mm,min_S11_dB
2000000000.0,2.0,4.4,1.6,45.61196994903336,35.41582738948395,36.89682360635282,0.740498108434435,4.126135284877205,0.0009692854963392685,0.0005551822594532901,327.98332276962725,3.0589749829276442,9.224205901588205,45.01582738948395,55.21196994903337,-2.6690779339185133
2100000000.0,2.1,4.4,1.6,43.43997138003177,33.704236976317176,35.184398286767795,0.7400806552253087,4.115689175095005,0.0009692854963392679,0.0005542688907569252,328.17994830691356,3.0589749829276442,8.796099571691949,43.30423697631718,53.03997138003177,-2.667453521210305
2200000000.0,2.2,4.4,1.6,41.46542722639396,32.14756285217639,33.62688371400329,0.7396604309134511,4.105469299071987,0.0009692854963392679,0.0005533714434098864,328.3733761344634,3.0589749829276442,8.406720928500823,41.74756285217639,51.06542722639397,-2.6658574694665287
2300000000.0,2.3,4.4,1.6,39.662582564376834,30.725621695668263,32.20409681782819,0.7392375610799619,4.095467606971285,0.0009692854963392683,0.0005524894362202543,328.56369841697534,3.0589749829276442,8.051024204457047,40.32562169566827,49.262582564376835,-2.6642889205479072
2400000000.0,2.4,4.4,1.6,38.0099749575278,29.421593084370507,30.899217416050558,0.7388121658400267,4.085676444332395,0.0009692854963392683,0.0005516224086994595,328.75100349173886,3.0589749829276442,7.724804354012639,39.0215930843705,47.609974957527804,-2.6627470532697455
2500000000.0,2.5,4.4,1.6,36.489575959226684,28.221346968856224,29.698115689137033,0.738384360140403,4.076088527448792,0.0009692854963392679,0.000550769919909556,328.93537607588974,3.0589749829276442,7.424528922284258,37.821346968856226,46.08957595922669,-2.661231081342876
2600000000.0,2.6,4.4,1.6,35.086130730025666,27.112926341436935,28.588834849511098,0.7379542540370803,4.066696920594111,0.0009692854963392683,0.000549931547389017,329.11689745986416,3.0589749829276442,7.1472087123777746,36.71292634143694,44.68613073002567,-2.6597402514549238
2700000000.0,2.7,4.4,1.6,33.78664440669138,26.08614486423747,27.561188770146828,0.7375219529546799,4.057495014935073,0.0009692854963392683,0.0005491068861507415,329.29564568813936,3.0589749829276442,6.890297192536707,35.68614486423747,43.386644406691374,-2.65827384148066
2800000000.0,2.8,4.4,1.6,32.579978535023834,25.13227071701611,26.60644583287413,0.7370875579290106,4.048476508985489,0.0009692854963392685,0.0005482955477465518,329.4716957282478,3.0589749829276442,6.651611458218532,34.73227071701611,42.179978535023835,-2.656831158811171
2900000000.0,2.9,4.4,1.6,31.456530999333356,24.243775853282774,25.717078184950935,0.7366511658340797,4.0396353904699716,0.0009692854963392683,0.000547497159392977,329.64511962896813,3.0589749829276442,6.429269546237734,33.84377585328277,41.05653099933336,-2.6554115387925474
3000000000.0,3.0,4.4,1.6,30.407979966022243,23.41413540296839,24.886561142157863,0.7362128695947361,4.030965919478748,0.0009692854963392683,0.0005467113631535895,329.8159866685104,3.0589749829276442,6.221640285539466,33.01413540296839,40.00797996602225,-2.654014343265657
3100000000.0,3.1,4.4,1.6,29.427077386473133,22.6376658983975,24.109211415169543,0.7357727583860212,4.022462612806368,0.0009692854963392679,0.0005459378151735748,329.98436349344803,3.0589749829276442,6.027302853792386,32.2376658983975,39.02707738647314,-2.652638959199231
3200000000.0,3.2,4.4,1.6,28.50748121814585,21.90939383111374,23.380055666754167,0.7353309178202135,4.014120229377168,0.0009692854963392683,0.000545176184962604,330.1503142490779,3.0589749829276442,5.845013916688542,31.509393831113744,38.10748121814585,-2.651284797409283
3300000000.0,3.3,4.4,1.6,27.643618150929314,21.224948105871036,22.69472296611596,0.7348874301224642,4.005933756669515,0.0009692854963392685,0.0005444261547224092,330.31390070183653,3.0589749829276442,5.67368074152899,30.824948105871034,37.243618150929315,-2.6499512913583767
3400000000.0,3.4,4.4,1.6,26.830570558254916,20.580471471901266,22.049356220492964,0.7344423742958482,3.9978983980589198,0.0009692854963392683,0.0005436874187157762,330.47518235434455,3.0589749829276442,5.512339055123241,30.180471471901267,36.430570558254914,-2.648637896028929
3500000000.0,3.5,4.4,1.6,26.063982828019064,19.972547136105593,21.440538788658763,0.7339958262765854,3.990009561007417,0.0009692854963392685,0.000542959682673944,330.63421655360526,3.0589749829276442,5.360134697164691,29.572547136105594,35.663982828019066,-2.6473440868651004
3600000000.0,3.6,4.4,1.6,25.339983305018535,19.39813760621993,20.86523332438019,0.7335478590801284,3.9822628460331337,0.0009692854963392679,0.000542242663239651,330.79105859284147,3.0589749829276442,5.216308331095047,28.99813760621993,34.93998330501853,-2.646069358778393
3700000000.0,3.7,4.4,1.6,24.655118891369387,18.854533450257055,20.32073053613454,0.7330985429387449,3.9746540363998757,0.0009692854963392683,0.0005415360874433003,330.94576180741007,3.0589749829276442,5.080182634033635,28.454533450257056,34.25511889136939,-2.6448132252124097
3800000000.0,3.8,4.4,1.6,24.00629997317545,18.33931014561528,19.804606036477665,0.7326479454311932,3.9671790884718234,0.0009692854963392679,0.0005408396922099157,331.0983776652073,3.0589749829276442,4.951151509119416,27.939310145615277,33.606299973175446,-2.64357521726261
3900000000.0,3.9,4.4,1.6,23.39075382001711,17.85029156592745,19.31468382913748,0.7321961316050164,3.9598341226832305,0.0009692854963392685,0.0005401532238947584,331.2489558519334,3.0589749829276442,4.82867095728437,27.45029156592745,32.990753820017105,-2.6423548828472816
4000000000.0,4.0,4.4,1.6,22.80598497451668,17.38551894410376,18.849005272287688,0.7317431640919617,3.952615415077302,0.0009692854963392685,0.0005394764378456308,331.39754435156954,3.0589749829276442,4.712251318071922,26.985518944103763,32.405984974516684,-2.6411517859261693
