Freq_GHz,VSWR(1)dB,Uncertainty_dB
3.0,11.29403783112957,0.24110874229964546
3.1,11.189815541514927,0.20641359145949822
3.2,11.071151855552372,0.17753737817703436
3.3000000000000003,10.938991371157325,0.15484925864001778
3.4000000000000004,10.7944538856363,0.1384483868931415
3.5000000000000004,10.638823014256385,0.12794807557681362
3.6000000000000005,10.473531604652333,0.12238037079564858
3.7000000000000006,10.30014409411437,0.12037230220542046
3.8000000000000007,10.120336029669787,0.12050490159011278
3.900000000000001,9.935871042542788,0.1216090399466224
4.000000000000001,9.748575637181608,0.12287682544912883
4.100000000000001,9.560312218672847,0.12383599890351783
4.200000000000001,9.372950839127238,0.12427246031273964
4.300000000000001,9.18834019168977,0.1241506244796217
4.400000000000001,9.008278418498952,0.12354776707718396
4.500000000000002,8.834484324670909,0.1226033217165829
4.600000000000001,8.668569602930464,0.12148015777721438
4.700000000000001,8.512012671857818,0.12033526164013389
4.800000000000002,8.36613471421016,0.119298617158288
4.900000000000002,8.232078470134326,0.11846011381773648
5.000000000000002,8.110790293442822,0.11786452765027121
5.100000000000001,8.003005918043696,0.11751402249136313
5.200000000000002,7.90924030710082,0.11737659899046915
5.3000000000000025,7.829781870987208,0.11739805945877396
5.400000000000002,7.764691243437945,0.11751480078713099
5.500000000000002,7.713804700734921,0.11766516457360265
5.600000000000002,7.676742198830868,0.11779790286579765
5.700000000000003,7.652919890869442,0.11787720266324972
5.8000000000000025,7.641566875606413,0.11788440528443911
5.900000000000002,7.6417458189117395,0.11781698081007258
6.000000000000003,7.652376988975283,0.11768551362264043
6.100000000000003,7.672265154107488,0.11750950122819855
6.200000000000003,7.700128712987846,0.11731272933862816
6.3000000000000025,7.734630363455643,0.11711889508500627
6.400000000000003,7.774408569662219,0.11694801714300654
6.5000000000000036,7.818109060354788,0.11681399903511362
6.600000000000003,7.864415584445917,0.11672350962902325
6.700000000000003,7.912079164454102,0.11667613601488121
6.800000000000003,7.959945123868156,0.11666558118983802
6.900000000000004,8.006977220329267,0.11668155343411396
7.0000000000000036,8.052278291440823,0.1167119439313953
7.100000000000003,8.095106912089722,0.11674491323406913
7.200000000000004,8.134889668916994,0.11677058834193911
7.300000000000004,8.171228776028627,0.11678218473244885
7.400000000000004,8.203904882815042,0.11677648618081074
7.5000000000000036,8.23287505615585,0.11675372016078449
7.600000000000004,8.258266051465984,0.11671694629973496
7.700000000000005,8.280363116050863,0.1166711247571826
7.800000000000004,8.299594690227286,0.11662205018258422
7.900000000000004,8.316513482965854,0.11657532782189811
8.000000000000004,8.33177449607234,0.11653553635295252
8.100000000000005,8.346110651233833,0.11650567400065164
8.200000000000005,8.36030673522072,0.11648692876186971
8.300000000000004,8.375172418371443,0.11647875909410442
8.400000000000006,8.391515119076784,0.11647922634946868
8.500000000000005,8.41011348190042,0.11648549049984956
8.600000000000005,8.431692209515786,0.11649436899301244
8.700000000000005,8.456898939789985,0.11650286415671346
8.800000000000004,8.486283790751859,0.11650858385486981
8.900000000000006,8.520282110091076,0.11651000784383393
9.000000000000005,8.559200865015356,0.11650658280978717
9.100000000000005,8.603208995943891,0.11649865733926086
9.200000000000006,8.652331937145206,0.11648729029619517
9.300000000000006,8.706450382760254,0.11647397999684897
9.400000000000006,8.765303251478322,0.11646036645923358
9.500000000000005,8.82849468121259,0.11644795547900372
9.600000000000005,8.895504770052888,0.11643790304404959
9.700000000000006,8.965703674885702,0.1164308840638221
9.800000000000006,9.03836858732958,0.11642705329335927
9.900000000000006,9.112703030559619,0.1164260913048007
10.000000000000007,9.187857862181916,0.11642731653235971
10.100000000000007,9.26295332900989,0.11642983714669723
10.200000000000006,9.33710150022449,0.11643271425388296
10.300000000000006,9.409428406208399,0.11643511026871134
10.400000000000006,9.479095230964726,0.11643640222831683
10.500000000000007,9.54531794552727,0.11643624785951294
10.600000000000007,9.607384826677709,0.11643460087105666
10.700000000000006,9.664671377658317,0.11643167985279113
10.800000000000008,9.716652253061367,0.11642790130336862
10.900000000000007,9.762909886002072,0.11642379107582096
11.000000000000007,9.803139619115559,0.11641988975734689
11.100000000000007,9.837151248767126,0.11641666639657929
11.200000000000006,9.864867000971806,0.11641445205519449
11.300000000000008,9.886316064738704,0.11641340055684332
